id,name,popularity,followers,genres
4admDxmnri5Zco0xYrJ0ji,Jamie Jones,54.0,236472.0,"['deep disco house', 'deep house', 'house', 'minimal techno', 'uk tech house']"
19T6vS2Umo5usI9wOVnKMd,Maurice Joshua,23.0,2555.0,"['acid house', 'chicago house', 'classic house']"
28Ye8SosQKDAbvMSWfE4oJ,M. Terrel,1.0,8.0,[]
6JuRhSfY164psE7nZIXw53,Armando,21.0,8248.0,"['acid house', 'chicago house', 'classic house']"
4BqZuFqHJ8CLn3ig0f1m0G,Paul Johnson,43.0,28914.0,"['chicago house', 'classic house', 'deep house', 'disco house']"
7GXl7JNlpliaLZhSVRLQKu,Mr. Lee,19.0,4129.0,"['acid house', 'chicago house', 'chicago rap', 'classic house']"
0gqYO7SvwdQAM0Aw32gIM6,Sounfx,0.0,1.0,[]
1OmOdgwIzub8DYPxQYbbbi,Will Clarke,45.0,46015.0,"['bass house', 'house', 'tech house']"
3DIaOWIVFxJdTYyEb9mXzi,Ten City,32.0,20985.0,"['chicago house', 'classic house', 'deep house']"
7DbXdVqrretuCKPkTeX8Kk,Fingers Inc.,19.0,8305.0,"['chicago house', 'classic house', 'deep house']"
4FEQAPzmKIUC4hbsbsv9zQ,Tripmastaz,13.0,1853.0,['minimal tech house']
7IgApBf9ibPRfKv28sy7Dh,RareTwo Inc.,3.0,305.0,[]
3rPrYmTHhfSGN5eDjNsaRC,Steve Poindexter,15.0,3378.0,"['bleep techno', 'chicago house', 'classic house', 'ghettotech', 'techno']"
35Li8o5VjvUHIq57eSzr3Q,Free Magic,20.0,228.0,[]
4qZL2VAnbz5esT94wlilZp,Noosa Heads,15.0,163.0,[]
6RU8a6xLRtKJckACb5wf5D,Frits Wentink,25.0,13155.0,"['deep soul house', 'dutch tech house', 'float house']"
6Q0DLebYd4ZyPsH4bneT2x,Big Saldo,0.0,14.0,[]
2yg15JjVOqNppP73zVhosY,Chantay Savage,27.0,18300.0,['contemporary r&b']
28tbqi7xhIZs8RRGdeCy8d,Jesse Perez,20.0,4262.0,[]
5bPci7byJkmq1eHgeX2RNb,KE,20.0,235.0,[]
57fp8oZ2P90tIcOpmAtZEi,Demuir,26.0,6218.0,"['canadian house', ""jackin' house""]"
3O81ptrvwO8etw6HwABJs8,Roy Davis Jr.,36.0,17691.0,"['chicago house', 'classic house', 'deep house']"
3EyqSJlNL5NAIupzAyEl7m,Umosia,0.0,27.0,[]
4emAVpBSRZOqt51MRDKBDL,Russoul,14.0,360.0,[]
40BpVERJ6kAjii1gogXcEk,Pierre's Pfantasy Club,9.0,2160.0,"['acid house', 'chicago house', 'classic house']"
0NBCjCwv45St1Vqpv5bjyP,J.R.,6.0,5.0,[]
5LGa1U6Mwiib6ocVuJItcG,Gettoblaster,26.0,7761.0,['detroit house']
3sHkYrW1ZXf3juwNvnxQO6,Robert Armani,27.0,6941.0,"['acid house', 'chicago house', 'techno']"
2QbZUsW96VTkeEapuaK8sG,Mark Grant,13.0,935.0,[]
59WleqeZMvAUVl6ROkjahJ,Walter Phillips,12.0,55.0,[]
1ZdinLDX0e8r5dIlWLpmAc,Glenn Underground,25.0,27253.0,"['chicago house', 'classic house', 'deep house']"
6ElgoHFh30ap09Koe8jf7C,Chez Damier,31.0,16472.0,"['chicago house', 'classic house', 'deep house', 'detroit house', 'techno']"
0TOZ0i0BHZJYKK2rvoRD2d,Ron Trent,31.0,31266.0,"['chicago house', 'classic house', 'deep house', 'float house', 'techno']"
2mVVjNmdjXZZDvhgQWiakk,Khruangbin,68.0,1473567.0,"['indie soul', 'neo-psychedelic']"
0jS6VTFGujWxinY5TSQwOG,Kevin Saunderson,39.0,35486.0,"['acid house', 'classic house', 'detroit techno', 'minimal techno', 'techno']"
44T94QQEc60Jf7kqGY6Rip,Lee Foss,51.0,70547.0,"['deep disco house', 'house', 'tech house']"
3lXvWusF04XlfRI7PYHj4P,Bernard Badie,1.0,277.0,[]
3QFCVNPqeV1hpZRh0dbLat,Tapesh,27.0,8170.0,"['deep disco house', 'dusseldorf electronic']"
5ChHWvFPh4raexx461QFhS,Los Suruba,32.0,9366.0,[]
4NYTHSSX9hiHpitPoUMxl7,DJ.B,15.0,28.0,[]
7lWkd9SSRnKJVd8E0mELLG,Groove Assassin,26.0,1804.0,['soulful house']
1s8y7eeAChW4xC9NlpL7y0,Sean Ray,0.0,48.0,[]
6n5ccknvteaKfN4WA2qf3C,Illyus & Barrientos,37.0,35628.0,"['circuit', 'house', 'tech house', 'uk dance', 'uk house']"
0dRiUTGvNV17AMIULRYsvn,Mr. Fingers,37.0,58010.0,"['acid house', 'chicago house', 'classic house']"
4kr94nr7SzBRas5Cb3krFZ,DJ Spen,36.0,21093.0,"['chicago house', 'deep house', 'soulful house']"
2xPooxXsKv4dqHK9abZN2T,Thommy Davis,16.0,610.0,['soulful house']
1TRFAJu3Cw64APToZaGk9D,Riva Starr,49.0,45969.0,"['deep house', 'house', 'tech house']"
3veg7sFGWTk62Ecwj6mzij,Emanuel Satie,33.0,11931.0,['german tech house']
3SInttLnvf5G4Aa95aAYPr,Jean-Luc Ponty,37.0,98455.0,"['french jazz', 'jazz fusion', 'jazz violin', 'progressive rock', 'rock progressif francais']"
7yRimuQSC5Ks3T2Ts0iyZa,Patrick Topping,46.0,171893.0,"['house', 'uk dance']"
3BPqeHuTX6SNHSPat3UzZ7,Zoe Thorn,0.0,5.0,[]
1vpJBCwcAMbetCwtn2KPEG,Supernova,33.0,7311.0,['italian tech house']
1UcGcYjeIfYZATTOQVNXFN,Chris Carrier,8.0,2335.0,['minimal tech house']
13V174oHNPUsePmjv5aXFb,JEFFK,0.0,44.0,[]
1CmebNCH3mMzNjDnL8jkAA,Nouha Matlouni,0.0,2.0,[]
5gPTMolnNZcaMffQdyAV2M,Angel Alanis,7.0,985.0,[]
5wY9R35VmZOg7NxQvKJXdH,DJ Deeon,43.0,14038.0,"['footwork', 'ghettotech']"
3OsEdeMsQIAdDi2OduzED7,Joeski,39.0,54496.0,[]
0IuX79rMV26eXYdsigK2S0,Tyree,16.0,2250.0,['nz hip hop']
6DhWSPiHePVTUO9F6NsJH9,Jeziel Quintela,7.0,36.0,[]
3sxYSXk6nwIqVweh5Lxa9V,Jovonn,27.0,11207.0,"['chicago house', 'classic house', 'deep funk house', 'deep house', 'minimal tech house', 'soulful house']"
3lbzbbtoq31WIRghjdBuuf,DJ Deep,19.0,4765.0,['french techno']
0c5584rnmlOvkMpJtpBLTh,Ralphi Rosario,34.0,12386.0,"['acid house', 'chicago house', 'circuit', 'classic house', 'tribal house']"
0guyuOykxKSpdK1XywvvaR,Aneeta Beat,0.0,16.0,[]
1yAHoX5jWFLYIKEwyb6ulM,Linda Clifford,22.0,11936.0,"['deep disco', 'disco', 'post-disco']"
46hILKsILU34lUxKKftyVm,Dr Packer,36.0,11097.0,['funky house']
3tT2XX9qEVivLCYGoqkRkZ,Angelo Ferreri,48.0,20593.0,"['funky house', 'italian tech house', ""jackin' house""]"
6x8NzTd71jVVrFWqbEV6nQ,Giangi Cappai,10.0,470.0,[]
5l453zDn6nrGYhs91IQLVQ,Xaviera Gold,8.0,58.0,['diva house']
2HNUEDQXHWghaFcBwsBHSp,Razor-N-Guido,18.0,1317.0,"['tribal house', 'vocal house']"
3fyCFDyqAPJOuOMlLA4liJ,lego,23.0,1563.0,[]
1FVo44KTXqxo3JxXADWTd9,Call Super,24.0,19923.0,"['ambient techno', 'float house', 'outsider house']"
3XwBizyFmbCCUFcdcsvMmm,Derrick Carter,20.0,16783.0,"['chicago house', 'classic house', 'deep house']"
7cTXfwpe9peK0UE1bZyIWZ,Pinkfong,64.0,233081.0,"['cartoon', ""children's music"", 'dong-yo']"
6SXTTUJxIVwMbc1POrviTr,CoComelon,70.0,471743.0,"[""preschool children's music""]"
2njkfzRhOJFKLWFTu8FNWx,LooLoo Kids,55.0,49634.0,"[""children's music""]"
7CdGfkCRgPhElnqy3HPJ4a,Super Simple Songs,67.0,349236.0,"[""children's music""]"
1RvroR5di6EndZNcfNNL0d,The Little Sunshine Kids,58.0,13337.0,"[""children's music"", 'nursery']"
1Vvvx45Apu6dQqwuZQxtgW,Kidz Bop Kids,66.0,1054786.0,"[""children's music""]"
1ylcY77FWeSVQKh5et1VGp,Music Lab Collective,50.0,31477.0,['classify']
3NVrWkcHOtmPbMSvgHmijZ,The Minions,50.0,237590.0,['cartoon']
03H3gcpif0GufJE8ybbcpn,Mellodees,39.0,3135.0,"[""children's music"", ""preschool children's music""]"
5Q55UutBDmXOwM2I24uxFn,Smart Books,43.0,12673.0,"[""children's music"", 'nursery']"
1qKLikeNYpQFSsDAjg7HpI,The Kiboomers,62.0,56554.0,"[""children's music"", 'nursery', ""preschool children's music""]"
25WMrBRksXDi16Zjr23VUN,The Hit Crew Kids,31.0,10934.0,"[""children's music"", 'kids dance party', 'nursery']"
6h76MLMaPUoWVPC7VnEw86,Mother Goose Club,58.0,50065.0,"[""children's music"", 'nursery']"
6VeAuk9OKeBDn7B6Ymqdfz,Itsy Bitsy Spider Kids,36.0,2563.0,[]
6PZYFmF3PH6cOREAzfXiAL,The Countdown Kids,49.0,79642.0,"[""children's music""]"
5f6BpYOumkBvrQukhTeckc,Auntie Sally,20.0,61.0,[]
2PHC7cyBiJM9EZ0E8FKcJ4,Muffin Songs,52.0,17882.0,"[""children's music"", 'nursery']"
0MCU2OpgnSB7rm5UPUMHgt,Cedarmont Kids,50.0,28722.0,['vbs']
2JY5qzEozvTdogkDTkkOMf,The Wiggles,64.0,225840.0,"[""australian children's music"", ""children's music""]"
2gJLanGIV9JqQuKBCWy9ZG,Peppa Pig,54.0,122941.0,"[""british children's music"", 'cartoon', ""children's music""]"
32Zwi8cvYFLNbEgV3cAJRQ,ChuChu TV,42.0,38666.0,"[""children's music""]"
4vM6clYXqkZbQv4O2OT5P4,Cri-Cri,51.0,124642.0,"['cancion infantil mexicana', 'musica para ninos']"
7oWSqrgMuIEyH9qp5nu2e5,Raffi,61.0,143096.0,"[""canadian children's music"", ""children's folk"", ""children's music""]"
2qn4hIXsvRUyFoboMi31XB,Rolf Zuckowski,52.0,124177.0,['kindermusik']
4QPS1OMdQn2LgCdGgjTUvC,Radha,27.0,6112.0,"[""children's music""]"
4c1MAAwO7shNG6XPCvhVtm,Bob Smith,9.0,43.0,[]
6YFrVMB5AEMZ2rB3T0wyUQ,Belle and the Nursery Rhymes Band,54.0,17239.0,"[""children's music"", 'nursery']"
6R6DXuHYxkMv159D9OaS3C,One Voice Children's Choir,44.0,124938.0,"[""children's choir""]"
3uGrMgq7tseqZq7FCjMGnW,Toddler Tunes,50.0,33318.0,"[""children's music"", 'nursery']"
1SCWcYnoEh1978ycTDhZoW,Alvin & The Chipmunks,46.0,198029.0,"[""children's music""]"
4Ls9gLyJVIUIC0kD37hDZA,The Chipettes,39.0,21186.0,[]
4QKx7KohkWZAOkO4sI3GRx,VeggieTales,51.0,100064.0,"['cartoon', ""children's music""]"
6T2pk5T8c4Wi61x1v84sUa,The Laurie Berkner Band,52.0,66541.0,"[""children's music"", 'kindie rock']"
1VBbewnHtegBSEB7kRXDzQ,PJ Masks,54.0,49403.0,"[""children's music""]"
6LeQCEIxUUhArB2QBzSeOr,Amy Samu,15.0,2465.0,"[""children's music"", 'musique pour enfants', 'nursery']"
0UQcuwVHsRS6F4hBsz3ltJ,Muffin Man,37.0,1476.0,"[""preschool children's music""]"
6lcqlcGKgTfuBe7xj4M8f1,WowKidz,34.0,4073.0,"[""children's music"", 'nursery']"
4bQQkZffejJRWxQ5ddezgC,Dennis Scott,37.0,627.0,"[""preschool children's music""]"
6iTsaDhflCgkaNOmGO9voc,Dreweeris Band,21.0,429.0,"[""preschool children's music""]"
5r4Bnflqc1rt8z3UIhwwKf,Noodle & Pals,49.0,789.0,[]
30niqFGUKKUg1horQSgwBn,Blippi,58.0,85047.0,"[""children's music"", ""preschool children's music""]"
46BsCUZeInrbY0IkvQ1OQ1,Nicky Notes,45.0,183.0,[]
6N6lLMxDF4as6slJ878Rgg,StoryBots,53.0,39702.0,"[""children's music""]"
7evlWm7RyagYqxSQN5E6UN,Kinderen voor Kinderen,56.0,191410.0,"[""children's choir""]"
7HBA3bLuJTLRvjK8NX9ZSy,Sweet Little Band,53.0,60587.0,['musica para ninos']
6UcChJFHqKzPPnNxAY5D0s,Listener Kids,47.0,28688.0,[]
0qIXXh38Do2fvBqiUjiHbm,The Learning Station,45.0,14676.0,"[""children's music"", ""preschool children's music""]"
61VbOFPL7RIKt0Q1KOykSU,Martin and Rose Music,42.0,2066.0,"[""preschool children's music""]"
2N2v15qhPA6Hxe3gwCgY0B,Judi Cranston,30.0,4150.0,"[""children's music"", ""nz children's music""]"
0gkeMf1I9r5U5Hne19vr9A,Play School,51.0,24337.0,"[""australian children's music""]"
60alJNnwGVBdNXrx4kOfW0,Tatiana,50.0,68928.0,"['cancion infantil mexicana', 'musica para ninos']"
3vaHEbYEYNpLViOr7ol6f2,Mark Brymer,40.0,983.0,"[""preschool children's music""]"
2i4GVlEu6cffApP1QcjawY,Mr. Ray,36.0,1165.0,"[""preschool children's music""]"
4NI5R1DbX27ODY5JTqnv2l,David Seville,30.0,2650.0,['novelty']
4zMssRZ6iG7sJm54RwFozt,Dora The Explorer,42.0,66798.0,"['cartoon', ""children's music""]"
6sriutTFwIZyQgEfz7hJoV,Itsy Bitsy,21.0,1723.0,"[""preschool children's music""]"
56VxN57aiLCz1TXtVi9Pt6,Music For Little People Choir,30.0,7669.0,"[""children's music"", 'nursery']"
04agIMikLCY1wsinF34VAx,Kids Songs Rule!,29.0,1326.0,"[""preschool children's music""]"
4XledAXhDbOtA5gIg7gvbF,Zouzounia,46.0,7337.0,['paidika tragoudia']
3at1vTRcH8tM7ZmnGXyiZs,Sing n Play,36.0,11220.0,"[""children's music"", 'nursery']"
5WpRHgCSJPtg1ODUwCBnHZ,Just Kids,43.0,3499.0,[]
5AnuY9LWaNmuxAwOtJD24w,Cast - Vampirina,37.0,19595.0,['movie tunes']
1bguJ0c7PghwoaLvBIVU3A,Amy Liz,41.0,5858.0,"[""children's folk""]"
7wuGiWMVEIIxkVyqGKlt27,Mogul Music Inc.,33.0,4381.0,"[""children's music"", 'nursery']"
1t8gwZFUoJEM9nhSJxT7ks,Vicky Arlidge,56.0,8595.0,"[""british children's music"", ""children's music"", 'nursery']"
51dbzvURssdP3KEsgxzTU4,Dr. Jean Feldman,35.0,8400.0,"[""children's music"", ""preschool children's music""]"
6gbYt90u9axVIZUCWbs8WT,Apoorva Sreejith,40.0,5464.0,"[""children's music"", 'nursery', ""preschool children's music""]"
3IO9IshkcD71Hn4Nn6Jztc,Anjolie Anna Eapen,40.0,69.0,"[""preschool children's music""]"
3ZkWih8f1JOfwpM0saPeXA,Atul Thomas Joy,40.0,40.0,"[""preschool children's music""]"
1S9SPfRo9eyxOcyfUGC2Tm,Bounce Patrol,46.0,27828.0,"[""australian children's music"", ""children's music""]"
5dz42IMRAYRfEn0igXDjoz,Love to Sing,34.0,10476.0,"[""nz children's music""]"
6XYqhT02pSA6p3BoYe9P63,"""Puppy Dog Pals"" Cast",42.0,25550.0,"[""children's music"", 'movie tunes']"
2UGrkfBLWkaJHsqQOpgYRT,Children's Music,42.0,16110.0,['nursery']
6hhqb0X8Jas5jt96Okhjov,Teeny Tiny Stevies,32.0,11401.0,"[""australian children's music""]"
2q7Y961PdiUNtscXldFlzt,Caillou,36.0,13059.0,"[""canadian children's music"", 'cartoon', 'musique pour enfant quebecois']"
0NAOoExRWvbLIrFuPzMz5x,The Montreal Children's Workshop,32.0,2315.0,"[""children's music"", 'nursery', ""preschool children's music""]"
3nkUcLzl9v6cIxFI6cvTeD,Imagination Movers,44.0,22367.0,"[""children's music"", 'kindie rock']"
3SJmOjz3pGeZWrnfHuenDO,Kids Superstars,44.0,7842.0,"[""children's music""]"
7sO38jiaHtLHUJTXcnipfY,Tinyschool,23.0,1179.0,"[""preschool children's music""]"
5VyxpAP712MzejnUeVqXaG,All 4 Kids,5.0,6002.0,"[""children's music"", 'nursery']"
7izqWtFfxVAEBNUadMIlwX,Finger Family,31.0,7035.0,"[""preschool children's music""]"
7uKYdSF78ez4bTiRyn9SJr,Dave and Ava,39.0,8476.0,[]
41afDgAYLuPgxrh1idDJsD,Tatiana,15.0,819.0,[]
0kCfklBA3dnfG3KTyeea8N,José-Luis Orozco,36.0,6679.0,['musica para ninos']
4b52YCDCpiLL1moDCVYKj4,風格童星組合,36.0,3191.0,['er ge']
1r6nvWvnqJYcm8kW3cX1zQ,Justine Clarke,35.0,10854.0,"[""australian children's music"", ""children's folk""]"
5OBtjVnJ57P1dGt7sfyYxJ,St. John's Children's Choir,44.0,6195.0,['vbs']
4DzArpF3YPYXRAxJG2WM9k,Summersongs,30.0,5725.0,"[""children's music"", 'nursery', ""preschool children's music""]"
3L5oCwlVHuB94ltjdUbQMi,The Singing Walrus,40.0,22992.0,"[""children's music"", ""preschool children's music""]"
6bwjTCySXPwecMWvs9ce5C,Pancake Manor,38.0,11095.0,"[""children's music"", ""preschool children's music""]"
1RxCxHiHxD1XN9Jp6LVIkm,The Beanies,35.0,1343.0,"[""australian children's music""]"
0ty8H0HaqWvIW9tTLoBSGF,Anika Moa,40.0,15921.0,"[""nz children's music"", 'nz singer-songwriter', 'waiata mo tamariki']"
4VzUgqK1LIfv3QtdxIqOHw,Lou Diamond Phillips,26.0,21.0,[]
4kFnO9EhFN74EK1a2UH5ZW,Kidsongs,41.0,40349.0,['nursery']
3gzyfNen0cMn6dybhnmwpd,Tayo the Little Bus,40.0,4385.0,"[""preschool children's music""]"
5BWj961pzE3b497GlrqtnR,HooplaKidz,37.0,10550.0,"[""children's music"", 'nursery', ""preschool children's music""]"
14zDXN8YUB5izEiGujWaFs,Rob Landes,27.0,12653.0,['pop violin']
4wwj0BGZ6T61LB1jBWdo0n,Caspar Babypants,49.0,38476.0,"[""children's folk"", 'kindie rock']"
4l4bo3QrT0fqA2brroiv34,Fancy Nancy - Cast,38.0,14746.0,['movie tunes']
1JPP5ORQZqfLYH2SeEHFOi,Bratz,38.0,139016.0,[]
091dY4SjI2cy4YHdvhCjg1,Sasha,47.0,35929.0,[]
46CaFQ5mdimxfNmTILDBlk,Oonagh,43.0,85505.0,"['medieval rock', 'middle earth']"
3zCAmjKyHsG7kTGsls1cfj,Spongebob Squarepants,53.0,347508.0,"['cartoon', ""children's music""]"
1VJySDu4xQJhRfZgQSgJ1i,Finny the Shark,42.0,343.0,[]
6jGPmpMdDk6KzyNeXvD1xs,Thomas & Friends,49.0,47074.0,"[""british children's music"", 'cartoon']"
0zC8dOCRSyLAqsBq99du1f,Kids TV 123,37.0,10152.0,"[""preschool children's music""]"
0NFlmEJpgyF2sO4mtlwFfl,The Backyardigans,40.0,113991.0,"['cartoon', ""children's music""]"
5f9w4lT5e9EsptYMSO6DVY,Little Boo & Friends,29.0,2780.0,"[""preschool children's music""]"
1UDjGxtS0sJPWn9Oc3M0Fn,Wheels on the Bus,42.0,26428.0,"[""children's music""]"
4I0BixMk7zPyKimeO3HrTa,Don Spencer,29.0,2663.0,"[""australian children's music""]"
5kPsbSWuadXAb2wheoVRkf,John Williamson,46.0,90107.0,"[""australian children's music"", 'australian country', 'australian rock', 'bush ballad']"
6l7J2uM3bM2BCh0tIPhWx8,ABC Kids,51.0,8496.0,"[""australian children's music""]"
6FrSFKgXdi0MkQimWfSKTL,Benedikt Geiger,11.0,5.0,[]
6lQcPZtrhQfbSkXafngUYc,Patty Shukla,39.0,12193.0,"[""children's folk"", ""preschool children's music""]"
18xacmB7GVCrXxcPX9IILZ,Atención Atención,38.0,17497.0,[]
3mlJV79L5qjSmMRpU0Ykwn,Marlee Matlin,9.0,5.0,[]
6OkcoFHITuU21Ewkv69bbo,Bananas In Pyjamas,34.0,9891.0,"[""australian children's music"", 'cartoon']"
0SKVoWXola9WXgw3PwMYpE,Shout Praises Kids,36.0,11044.0,['vbs']
6w6OUqDUOPDvEHY85kbJRE,Mickey Mouse,47.0,37330.0,"['cartoon', 'movie tunes']"
3gBQ1U5dXpRXS6tlbyNTDM,Elizabeth Mitchell,47.0,47151.0,"[""children's folk"", ""children's music"", 'kindie rock']"
60jrOXNbRmY2Mq0l0JFOme,Anne Kirkpatrick,19.0,4167.0,['australian country']
7paD0Gb7ds5SE45UyOhGr8,Peppa Pig Stories,50.0,19683.0,"[""children's story""]"
5wXiTCNvj4JL6cJzQT5Ncp,Big Block Singsong,31.0,8721.0,"[""canadian children's music""]"
23hMSJlSk68cUMqC9tzJv7,Bobs & Lolo,40.0,1738.0,"[""canadian children's music"", ""children's folk""]"
5nJFIxTnnNBh2ZIP3dsk6x,Hopscotch Songs,39.0,14119.0,[]
10xXRUe56Lf3cwXkVLpI1l,Carmen Campagne,32.0,3575.0,"[""canadian children's music"", 'musique pour enfant quebecois']"
4rB5wLJLaXdMrXaYsOYLmK,Barney,51.0,96789.0,"['cartoon', ""children's music""]"
3mGCLimuzOdod4Lnegny4d,Twinkle Twinkle Little Rock Star,52.0,56735.0,['sleep']
40JuNvEnk3vufsyLg9WX5n,Maranatha! Kids,40.0,4394.0,['vbs']
52pGErqGHqDxFXNjUDkps3,Poppet Stars,27.0,5736.0,"[""children's music"", 'nursery', 'waiata mo tamariki']"
62dOQewJke6PNFI5VnPodH,Ngatapa Black,23.0,63.0,['kapa haka']
51ZPG7Kk4SfmmKFg0K6RBU,Hush Little Baby,28.0,438.0,[]
0xbZ81HNcwUakITOS0WGBa,#Kids,9.0,119.0,[]
2TCyfTG9UWaZYgbg0bmFmG,Nursery Rhymes,47.0,39948.0,['nursery']
5q0OF8Ql4tW3OWFXftiUAO,Nursery Rhymes and Kids Songs,48.0,17835.0,[]
2K9All4M52hYV1KdmIw9n7,Anna Rose & Amanda,31.0,24.0,[]
4bjlAhaEyLSRWA8iXT5kaz,BabyFirst,39.0,5708.0,"[""preschool children's music""]"
0LhKaHANMvkzWV6nfeGu6j,Giggle and Hoot,28.0,3882.0,"[""australian children's music""]"
5iPlHbK1CsahdX80i0JhNx,Dominik Wolff,16.0,5.0,[]
7BtsooSogDGtA54zLBjk3N,Felicia Barton,37.0,7131.0,['movie tunes']
1XMt6XghNvLow5sm02aXDl,Boom Buddies,20.0,675.0,"[""preschool children's music""]"
1Y2EkLP7KQjHTJws2LsTdK,Helen Goodwin,25.0,287.0,"[""australian children's music""]"
5QwXbTdhB4MkSLhKfWeC8s,Five Little Monkeys,22.0,2246.0,"[""preschool children's music""]"
6sI7SYupv4f5Jh6RD2nJlw,Charlie Hope,45.0,7331.0,"[""canadian children's music"", ""children's folk"", 'kindie rock']"
4d8pFJwCoD1mX4wAn7Ax2h,Clovercroft Kids,31.0,7400.0,"[""children's music"", 'vbs']"
2Dzn2ANNU5Ft9r3htzo6ZN,Robert Munsch,31.0,4865.0,"[""canadian children's music""]"
1KbfmqDS5wguok1IaKV9kg,Pete the Cat,36.0,9904.0,['cartoon']
5ndkK3dpZLKtBklKjxNQwT,B.o.B,71.0,2127260.0,"['atl hip hop', 'dance pop', 'pop rap', 'rap', 'southern hip hop']"
56392nbTgYTBdNEB1uk4IS,Callie,12.0,53.0,[]
3OIPwMAZipDCLQwHmxS5EG,Jim Cummings,49.0,15128.0,['movie tunes']
7IbO8NvxclKsk7WTOZ42bv,Terence Blanchard,50.0,35846.0,"['contemporary post-bop', 'jazz trumpet', 'new orleans jazz']"
1vqVpMkCSaE0RsQZ0Fvfvh,The Little 'uns,51.0,5078.0,"[""children's music"", 'nursery']"
2mXVHhU2vZ1utELBmcEwi4,Wheels on the Bus,31.0,5614.0,"[""preschool children's music""]"
7s4pqcP55465iBSnJ7hrFM,Tessarose,28.0,2677.0,"[""nz children's music""]"
2KRUmUbmOXybsu6inukf5C,Canciones Infantiles,42.0,75262.0,['musica para ninos']
0mTNO73sdURw1cFY9dGirU,Musica Infantil,27.0,30518.0,[]
41AECw5CklIDO8MDsFmrj4,Rondas Infantiles,33.0,14092.0,['musica para ninos']
2BGRfQgtzikz1pzAD0kaEn,Elvis Costello,54.0,532404.0,"['new wave', 'new wave pop', 'permanent wave', 'power pop', 'singer-songwriter']"
7ofMbMyqQ9qMUVoFjY7mYi,Tinsel Town Kids,39.0,6481.0,"[""children's music"", 'nursery', ""preschool children's music""]"
3v6L3tQYy6lDGqTuvqWouq,Baby Sensory,48.0,21987.0,['nursery']
2EDBzZNew0M639G7RKCTsS,Mr Yipadee,30.0,913.0,"[""nz children's music""]"
7hQbFjNyMcJxjwmlieqPy1,Deano Yipadee,26.0,377.0,"[""nz children's music""]"
5NhiJUP9lAGSujXs6HQhv1,The Tiny Boppers,43.0,9587.0,"[""children's music"", 'nursery']"
4lzlU08DosVqrpEoOvf3DQ,Wee Sing,42.0,15632.0,[]
70NcAr4ZtA3FAqU16iQZSb,dhruv,66.0,508545.0,['nyc pop']
1wxPItEzr7U7rGSMPqZ25r,Shiloh Dynasty,75.0,1609334.0,"['lo-fi chill', 'sad lo-fi']"
1AUZYkS7eLmZUnBjQyJmwf,Timmies,58.0,272977.0,"['lo-fi chill', 'sad lo-fi']"
4Abe9XH0fplj8dbOddoYgH,yaeow,55.0,108490.0,"['lo-fi chill', 'sad lo-fi', 'sad rap']"
3WdDxnyyYJgYLxrLPXSVyz,Neptune,38.0,14145.0,[]
0QGDb8TBWIT06W4BoyAggg,Finding Hope,51.0,214877.0,['chill r&b']
